title,total_time,serving_size,ingr,instructions,nativeCuisine,country
Homemade Brazilian Cheese Crackers (Sequilhos de Queijo),97,45 crackers,1 ¼ cups sifted all-purpose flour,"Combine sifted flour and 3/4 cup plus 2 tablespoons cold butter in the bowl of a food processor; pulse briefly until dough starts to form. Add Parmesan cheese, Gruyere cheese, and salt and process for 1 more minute.

Turn out dough onto a lightly floured work surface and shape into a ball. Wrap in plastic wrap and refrigerate for at least 1 hour.

Preheat oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper.

Cut off small portions of dough with an ice cream scoop or your hands and flatten with your hands. Place unbaked crackers onto the preheated baking sheet, leaving space between them.

Bake in the preheated oven, rotating the baking sheet halfway, until crackers are lightly browned, 12 to 15 minutes.
",brazilian,BRA
Bolo Facil de Fuba Cremoso (Easy Creamy Cornmeal Cake),50,1 9x13-inch cake,4 cups milk,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch cake pan.

Combine milk, sugar, cornmeal, eggs, butter, all-purpose flour, and baking powder in a blender; mix until very smooth, about 5 minutes. Pour into the prepared cake pan.

Bake in the preheated oven until a toothpick inserted into the cake comes out clean, about 45 minutes. Let cool before cutting and serving.
",brazilian,BRA
Strawberry Kiwi Caipirinha,5,1 cocktail,"4 fresh strawberries, hulled and chopped","Place strawberries, kiwi, and sugar into a glass; mash well with a cocktail muddler. Fill the glass with ice cubes. Pour in cachaca; stir.
",brazilian,BRA
Cocada (Brazilian Coconut Sweet),55,20 cocada pieces,1 (14 ounce) can sweetened condensed milk,"Combine condensed milk, sugar, coconut, and vanilla extract in a large saucepan. Heat over medium-low heat,  stirring constantly, until the mixture thickens and becomes a little darker. If you find that the cocada is cooking too quickly, reduce heat to low and continue stirring.

Once the mixture has thickened enough and feels heavy on the spoon, remove from heat and place spoonfuls on a piece of parchment paper.

Let cool for about 30 minutes (cocada will harden a bit) and transfer to a sealed container.
",brazilian,BRA
Easy Brazilian Pumpkin Coconut Dessert with Few Ingredients,50,6 servings,"1 (2 pound) fresh pumpkin, peeled and cut into 1-inch chunks","Combine pumpkin, sugar, cinnamon sticks, and cloves in a large pot over low heat. Simmer, stirring occasionally, until pumpkin is very soft, about 30 minutes. Mix in coconut and remove from heat. Mash large pumpkin pieces with a potato mash, or leave them slightly chunky. Let cool for 10 minutes.

Transfer  to a container with a lid and refrigerate.
",brazilian,BRA
Brazilian Brigadeiro-Filled Chocolate Easter Egg,100,2 large chocolate eggs,2 (14 ounce) cans sweetened condensed milk,"Combine condensed milk, cocoa powder, and butter in a pot. Bring to a boil over medium heat, stirring constantly, and cook until mixture begins to pull away from the sides and bottom of the pan. Remove from heat and stir in cream. Beat well with a whisk until smooth. Add more cream, 1 tablespoon at a time, if the filling is too firm.

Place milk chocolate in top of a double boiler over simmering water. Stir frequently, scraping down the sides with a rubber spatula to avoid scorching, until chocolate is about 80% melted, about 5 minutes.

Pour chocolate onto a clean, smooth surface, ideally marble or granite, and use a knife or spatula to spread and temper. Test the temperature of the chocolate by bringing a chocolate-dipped toothpick to your lips; the chocolate must feel cold on the lips. Continue cooling and testing if it's too hot. Transfer tempered chocolate to a bowl.

Spread 1 layer of chocolate evenly in the Easter egg mold halves and refrigerate for 10 minutes. Remove from the refrigerator and add another layer of chocolate to each egg half. Fill chocolate eggs with brigadeiro filling almost up to the edges. Seal filling with another layer of melted chocolate, making sure the filling is completely covered with chocolate and nothing can leak out. Chill until firm and set, about 20 minutes.

Unmold chocolate eggs one at a time by placing them upside down on a clean surface. Spread a thin layer of melted chocolate on the outside and cover with chocolate sprinkles.
",brazilian,BRA
Sao Paulo Lime and Vodka,5,1 serving,1 fluid ounce vodka,"Put crushed ice in a tall glass. Pour in the vodka. Add lime juice and sugar to taste. If it is too strong, simply dilute with water.
",brazilian,BRA
Garlic Bread (Molho de Alho),20,10 servings,¼ cup butter,"Preheat grill for medium heat and lightly oil the grate.

Combine butter, mayonnaise, and garlic in a food processor; blend until smooth. Spread mixture on both sides of French bread slices.

Toast on the preheated grill until browned and crispy, about 5 minutes per side.
",brazilian,BRA
Pave de Pessego (Brazilian Peach Dessert),280,10 servings,1 (14 ounce) can sweetened condensed milk,"Line a 10-inch square baking dish with plastic wrap.

Combine condensed milk and lemon juice in a bowl and mix well until creamy. Set lemon cream aside.

Slice 1 peach and set aside to use as decoration. Cut remaining peaches into small cubes.

Measure out 1 cup of peach syrup and pour into a saucepan. Add prunes and bring to a simmer over medium-low heat. Simmer for 5 minutes.

Combine remaining peach syrup and milk in a shallow bowl. Dip ladyfingers into syrup mixture and layer into the bottom of the prepared baking dish. Add a layer of peaches followed by a layer of prunes. Pour 1/2 the lemon cream evenly on top. Add another layer of soaked ladyfingers, followed by peaches and prunes. Top with remaining ladyfingers. Cover with plastic wrap.

Refrigerate for 4 hours. Turn out onto a plate. Garnish with reserved peach slices. Serve chilled.
",brazilian,BRA
Arroz de Pinga (Brazilian Rum Rice),40,4 cups,3 ¾ tablespoons olive oil,"Heat olive oil in a large saucepan over medium heat; cook and stir garlic and bay leaves until fragrant, 1 to 2 minutes. Stir tomatoes and rice into garlic mixture. Pour hot water over rice mixture and season with salt; cover saucepan.

Cook rice mixture until rice is partially cooked and beginning to absorb the liquid, about 10 minutes. Add cachaca and continue cooking until rice is tender and liquid is absorbed, 10 to 15 minutes more.
",brazilian,BRA
Brazilian Christmas Rice,75,8 servings,1 cup Thompson seedless raisins,"Soak raisins in a bowl of hot water until soft, 5 to 10 minutes. Drain.

Heat olive oil in a large saucepan over medium heat. Cook and stir onion and garlic in the hot oil until fragrant, about 5 minutes. Stir in raisins, rice, and salt; cook and stir until rice is coated with oil, about 3 minutes.

Pour boiling water and Champagne into the saucepan. Cover and cook until liquid is absorbed and rice is tender, about 20 minutes.

Place dried apricots in a small saucepan and cover with water. Bring to a boil; simmer until soft, about 5 minutes. Drain and cool slightly, about 5 minutes. Cut into strips.

Place grated carrot in a small bowl and cover with boiling water. Season with salt. Let soak until softened, about 5 minutes. Drain.

Melt butter in a saucepan over medium heat. Stir in apricot strips and sun-dried tomatoes; cook for 2 minutes.

Fold apricot strips and sun-dried tomatoes into the cooked rice. Pile rice onto a serving platter; garnish with grated carrot.
",brazilian,BRA
Brazilian Hearts of Palm Pastries,95,8 pastries,2 tablespoons olive oil,"Heat olive oil in a skillet over medium heat. Add onion and cook until translucent, about 5 minutes. Add tomatoes and hearts of palm; saute until tender, about 5 minutes.

Preheat the oven to 400 degrees F (200 degrees C).

Dissolve cornmeal in a bowl of milk; mix well and pour into the skillet with the hearts of palm. Stir well. Add nutmeg, salt, and pepper. Cook, stirring constantly, until flavors meld, about 5 minutes more. Add cream cheese and chives; stir well to dissolve the cheese. Remove from heat. Let filling cool.

Roll pastry out onto a floured work surface. Cut into squares. Place 1 tablespoon of the filling on each pastry square. Fold pastry over the filling and seal. Place pastries on a baking sheet.

Bake in the preheated oven until golden, about 40 minutes.
",brazilian,BRA
Brigadeiro Dessert,75,8 servings,1 teaspoon margarine,"Grease a 9-inch glass tube pan with margarine.

Combine sweetened condensed milk, cream, cocoa powder, and eggs in a blender; blend until smooth for 3 minutes. Pour in the prepared tube pan.

Microwave on high power until set, 7 to 8 minutes. Remove from microwave and cool slightly. Refrigerate until set completely. Cover with sprinkles before serving.
",brazilian,BRA
Torta Salgada de Liquidificador (Savory Brazilian Blender Casserole),50,4 servings,"1 teaspoon butter, softened","Preheat oven to 350 degrees F (175 degrees C). Grease an 8-inch springform pan with 1 teaspoon butter. Dust with 1 teaspoon flour, shaking out excess.

Combine milk, 1 cup flour, eggs, Parmesan cheese, 1 tablespoon oil, baking powder, and nutmeg in a blender; blend until batter is smooth, about 1 minute. Pour into prepared pan.

Heat 2 tablespoons oil and 1 tablespoon butter in a large skillet over medium heat until butter is melted. Add leeks, fennel, and salt; cook and stir until softened, about 2 minutes. Spoon over batter in the pan. Arrange Brie cheese on top.

Bake in the preheated oven until center is firm and edges start to brown, 18 to 20 minutes. Let cool in the pan, 10 minutes. Run a knife around the edge of the pan to loosen edges and release the sides. Cut into slices.
",brazilian,BRA
Feijoada,345,6 servings,1 ½ pounds whole beef tongue,"Place tongue in a large pot, pour in enough water to cover. Bring to a boil over high heat, then reduce heat to medium-low, cover, and simmer until tender, about 3 hours.

Pour 1 quart water and black beans into a large saucepan. Bring to a boil over high heat, and boil for 2 minutes. Remove from heat, cover, and let stand 1 hour.

When tongue is done, drain and plunge into cold water. Make a lengthwise cut in the skin, peel off, and discard. Slice the tongue into 1/4-inch slices, and stir into beans along with dried beef, chourico, and bacon. Add water if needed to cover, then bring to a boil over high heat. Reduce heat to medium-low, cover, and simmer for 1 hour.

Heat the vegetable oil in a saucepan over medium heat, and stir in the garlic and onion. Cook until the onion has softened and turned translucent, then stir in the jalapeno and tomato. Season with salt, and cayenne pepper, then cook until the vegetables have softened, about 5 minutes. Remove from heat, and stir half of the vegetables into the cooking beans. Continue cooking the beans until tender, about 1 hour more.

Once tender, remove 1/2 cup of beans, and mash with some of the cooking liquid to create a sauce. Stir in reserved vegetables.

To serve, arrange the tongue and sausage onto a serving platter, pour the sauce overtop, and garnish with orange slices. Serve the remaining beans in a separate bowl.
",brazilian,BRA
Brazilian Milk Pudding,325,10 servings,3 tablespoons white sugar,"Preheat oven to 350 degrees F (175 degrees C).

Place sugar in a saucepan over medium heat. Cook, stirring frequently, until sugar melts into a golden caramel, about 10 minutes. Pour into a ring mold, tilting to coat the bottom evenly.

Pour condensed milk into a blender. Fill the empty can with milk and pour in, twice. Add eggs. Blend until smooth, about 30 seconds. Pour over caramel in the mold.

Place mold in a larger baking pan. Fill baking pan with hot water to a depth of 1 inch to make a water bath.

Bake pudding in the preheated oven until set and firm to the touch, 60 to 90 minutes. Remove mold from the water bath and let cool to room temperature, about 1 hour. Unmold pudding carefully onto a plate and chill before serving, about 3 hours.
",brazilian,BRA
